SINISTRO;IMPORTANCIA_SEGURADA;vlindeniza;idtitular;id;DT_AVISO
0135.93.03.00003156;7640.4800;17285.76;4230;404;28/10/2008
0135.81.03.00000243;1742.9100;1742.94;4234;405;25/04/2011
0131.93.03.00000966;1499.0300;3499.03;4268;406;26/04/2011
0133.93.03.00004396;5519.5100;5614.43;4270;407;26/04/2011
0141.93.03.00002503;2340.0000;2443.04;4275;408;26/11/2008
0135.93.03.00003166;170.5600;170.57;4280;409;12/04/2011
0133.93.03.00004427;5133.5300;7133.53;4290;410;27/04/2011
0135.93.03.00003179;6343.0800;72343.41;4296;411;27/04/2011
0133.93.03.00004420;5418.1300;8885.97;4303;412;27/04/2011
0133.93.03.00004413;2932.6300;2008.63;4306;413;17/03/2008
0135.93.03.00003188;2318.7100;2890.64;4313;414;13/03/2008
0133.93.03.00004426;4219.3000;2228.07;4316;415;27/04/2011
0133.93.03.00004425;6977.3700;6840.51;4318;416;27/04/2011
0135.93.03.00003173;960.0400;1032.16;4320;417;27/04/2011
0135.93.03.00003187;4388.8900;3194.45;4322;418;07/03/2008
0141.93.03.00002506;2427.1100;2429.11;4325;419;28/03/2008
0141.93.03.00002509;3210.5300;3223.2;4329;420;08/05/2008
0135.93.03.00003171;7085.3100;5085.31;4331;421;04/04/2008
0141.93.03.00002508;100000.0000;50000;4345;422;27/04/2011
0153.93.03.00001284;3143.1600;2540.29;4369;423;27/04/2011
0133.93.03.00004441;12939.6300;12939.65;4381;424;04/06/2007
0135.93.03.00003232;5627.6800;2813.84;4383;425;28/04/2011
0135.93.03.00003229;2043.8700;2003.79;4387;426;28/04/2011
0133.93.03.00004448;9326.9000;9325.99;4389;427;28/04/2011
0131.93.03.00000980;3321.6400;3321.62;4396;428;13/06/2007
0133.93.03.00004444;2163.7400;4163.74;4401;429;28/04/2011
0135.93.03.00003224;6306.0400;6305.93;4405;430;28/04/2011
0141.93.03.00002513;251997.0700;32290.07;4413;431;30/08/2007
0135.93.03.00003201;29743.9100;30126.8;4415;432;28/04/2011
0133.93.03.00004450;2255.3600;4255.37;4417;433;28/04/2011
0135.93.03.00003228;4306.0400;4729.54;4423;434;28/04/2011
0135.93.03.00003227;4649.1200;2324.56;4425;435;28/04/2011
0126.93.03.00000936;4321.6400;6321.63;4432;436;28/04/2011
0129.93.03.00000524;2449.3200;4449.32;4434;437;19/10/2007
0133.93.03.00004443;8875.2400;10875.24;4441;438;11/12/2007
0135.93.03.00003211;24646.6500;24655.64;4447;439;28/04/2011
0141.93.03.00002511;5700.0000;2850;4464;440;17/11/2008
0151.93.03.00000154;4502.4400;6502.44;4472;441;23/11/2010
0129.93.03.00000522;7858.6700;5858.67;4475;442;25/01/2011
0115.93.03.00000432;6684.2100;6684.13;4478;443;03/01/2011
0129.81.03.00000010;2582.7400;1815.77;4480;444;28/04/2011
0141.93.03.00002526;2340.0000;1170;4489;445;12/07/2007
0133.93.03.00004478;30672.2800;30675.69;4491;446;29/04/2011
0141.93.03.00002532;3000.0000;1500;4494;447;28/05/2007
0141.93.03.00002534;3000.0000;1500;4496;448;28/05/2007
0141.93.03.00002528;6172.5100;6172.5;4500;449;03/07/2007
0133.93.03.00004472;4239.7700;4239.78;4502;450;29/04/2011
0141.93.03.00002529;2800.0000;700;4505;451;14/09/2007
0141.93.03.00002525;7400.0000;3700;4509;452;05/05/2008
0141.93.03.00002515;2340.0000;1096.88;4520;453;10/11/2008
0133.93.03.00004460;5495.4000;5495.42;4527;454;29/04/2011
0135.93.03.00003237;15714.6400;15359.23;4532;455;31/03/2008
0135.93.03.00003238;33383.0400;33517.31;4535;456;29/04/2011
0133.93.03.00004473;12062.0700;8148.39;4542;457;29/04/2011
0141.93.03.00002517;2340.0000;1170;4545;458;27/11/2008
0141.93.03.00002520;2340.0000;1170;4547;459;03/11/2008
0133.93.03.00004464;1093.9000;1034.43;4551;460;29/04/2011
0141.93.03.00002521;40000.0000;20000;4555;461;13/11/2008
0126.93.03.00000940;3059.4500;8282.27;4561;462;29/04/2011
0126.93.03.00000939;2000.0000;1000;4573;463;29/04/2011
0129.93.03.00000530;36343.5800;27633.8;4584;464;20/02/2011
0153.93.03.00001314;5881.0900;5881.13;4598;465;04/11/2008
0133.93.03.00004498;6861.6500;6861.44;4608;466;02/05/2011
0135.93.03.00003254;2917.7300;2971.72;4613;467;02/05/2011
0153.93.03.00001317;7881.0900;8031.09;4616;468;12/05/2009
0133.93.03.00004501;4562.3800;3801.99;4618;469;02/05/2011
0141.93.03.00002546;5000.0000;4375;4620;470;26/10/2009
0133.93.03.00004500;8146.3000;8772.73;4622;471;02/05/2011
0133.93.03.00004505;6549.8500;6681.27;4625;472;03/05/2011
0135.93.03.00003265;13319.5400;15119.54;4628;473;03/05/2011
0135.93.03.00003272;12966.0600;13126.7;4630;474;03/05/2011
0133.93.03.00004511;11982.5300;8151.1;4635;475;03/05/2011
0133.93.03.00004509;7880.4300;7880.46;4642;476;03/05/2011
0135.93.03.00003271;1925.9300;1925.44;4645;477;03/05/2011
0143.93.03.00001200;2902.5300;2903.02;4647;478;03/05/2011
0133.93.03.00004518;2985.0200;2538.68;4658;479;03/05/2011
0135.93.03.00003260;5267.6000;5274.64;4663;480;03/05/2011
0141.93.03.00002548;565.2100;565.3;4668;481;14/05/2009
0135.93.03.00003258;10385.3400;7369.11;4674;482;03/08/2009
0131.93.03.00000988;5552.0500;5603.74;4679;483;05/12/2006
0131.93.03.00000991;4257.3200;4257.35;4688;484;06/10/2006
0135.93.03.00003274;5564.9500;4638.72;4691;485;04/05/2011
0143.93.03.00001202;16690.1600;16690.12;4704;486;04/05/2011
0133.93.03.00004522;9449.6000;9731.03;4720;487;04/05/2011
0129.93.03.00000543;21754.7600;43509.52;4724;488;09/04/2009
0141.93.03.00002608;576.0400;5760.44;4825;489;04/05/2011
0141.93.03.00002584;60000.0000;30000;4827;490;04/05/2011
0153.93.03.00001329;2727.5600;392.99;4876;491;04/05/2011
0131.93.03.00000998;4371.3500;4371.36;4905;492;28/11/2008
0141.93.03.00002646;2800.0000;1400;4907;493;23/12/2008
0141.93.03.00002648;2340.0000;1170;4909;494;23/12/2008
0141.93.03.00002659;2340.0000;1170;4911;495;12/03/2009
0142.93.03.00000406;3013.9000;1210.06;4918;496;05/05/2011
0133.93.03.00004588;7565.5400;3739.77;4924;497;23/01/2009
0141.93.03.00002672;80000.0000;40000;4927;498;05/05/2011
0141.93.03.00002657;2785.0600;1170;4931;499;10/03/2009
0115.93.03.00000456;10000.0000;8332;4934;500;05/05/2011
0141.93.03.00002668;6000.0000;3000;4944;501;26/05/2009
0141.93.03.00002652;20900.0000;10450;4960;502;28/04/2009
0141.93.03.00002654;20000.0000;10000;4962;503;13/08/2009
0141.93.03.00002656;2340.0000;1392.54;4964;504;13/08/2009
0133.93.03.00004610;8710.4500;8710.18;4966;505;01/07/2009
0141.93.03.00002663;1170.0000;1392.53;4969;506;01/06/2009
0141.93.03.00002653;2340.0000;1221.52;4977;507;09/06/2009
0141.93.03.00002649;3510.0000;1392.53;4981;508;14/07/2009
0141.93.03.00002666;2340.0000;1392.53;4985;509;29/06/2009
0133.93.03.00004591;2400.0000;1200;4987;510;05/05/2011
0129.93.03.00000559;21784.0100;13685.92;5008;511;05/05/2011
0133.93.03.00004604;5658.8700;5659.08;5014;512;07/12/2009
0133.93.03.00004586;2005.8500;4011.7;5017;513;05/05/2011
0126.93.03.00000983;7378.0000;6810.47;5020;514;18/05/2010
0126.93.03.00000986;17550.0000;8775;5023;515;05/05/2011
0143.93.03.00001220;3353.9800;3354.17;5025;516;06/12/2010
0141.93.03.00002683;5367.4500;5380.12;5035;517;26/08/2008
0141.93.03.00002686;16500.0000;8250;5037;518;29/08/2008
0141.93.03.00002688;2340.0000;1170;5040;519;05/08/2008
0141.93.03.00002680;2340.0000;1170;5044;520;21/08/2008
0142.93.03.00000409;1751.4600;1758.28;5046;521;06/05/2011
0133.93.03.00004619;5339.1800;5359.65;5048;522;05/09/2008
0133.93.03.00004615;3778.0000;3717.97;5050;523;09/09/2008
0133.93.03.00004620;7771.5200;7793.43;5053;524;24/09/2008
0141.93.03.00002679;2340.0000;1170;5068;525;29/12/2008
0133.93.03.00004635;2567.2500;2566.76;5102;526;11/05/2011
0141.93.03.00002736;2340.0000;1170;5117;527;16/06/2008
0141.93.03.00002709;10000.0000;1000;5125;528;05/02/2009
0135.93.03.00003367;13633.0400;11633.04;5127;529;11/05/2011
0133.93.03.00004648;100.0000;10832.46;5140;530;17/09/2008
0141.93.03.00002695;2785.0600;1392.53;5200;531;10/07/2009
0141.93.03.00002740;2785.0600;1392.53;5202;532;02/12/2009
0133.93.03.00004641;100.0000;8355.24;5204;533;16/10/2009
0133.93.03.00004656;54030.8000;27015.4;5215;534;05/02/2007
0141.93.03.00002767;2340.0000;1170;5229;535;11/08/2009
0141.93.03.00002772;2340.0000;1170;5232;536;29/06/2009
0141.93.03.00002768;80000.0000;40000;5235;537;03/08/2009
0141.93.03.00002779;2800.0000;1400;5241;538;19/07/2011
0141.93.03.00002778;2785.0600;1392.53;5245;539;12/05/2011
0141.93.03.00002770;60000.0000;30000;5247;540;11/08/2009
0141.93.03.00002771;2785.0600;1392.53;5249;541;13/08/2009
0141.93.03.00002781;12000.0000;3000;5256;542;29/01/2009
0141.93.03.00002785;2159.6000;2159.58;5268;543;12/05/2011
0153.93.03.00001372;7180.3100;9180.31;5275;544;27/05/2011
0141.93.03.00002819;4062.8700;3900.1;5294;545;14/07/2011
0133.93.03.00004804;2250.0000;2500;5305;546;25/08/2011
0143.93.03.00001286;6547.9200;5928.32;5308;547;26/08/2011
0129.93.03.00000603;5902.5300;3935.02;5321;548;13/10/2011
0124.81.03.00000036;1278.0400;1278.64;5323;549;24/10/2011
0143.93.03.00001329;20410.7300;14882.18;5327;550;08/11/2011
0135.93.03.00003487;11449.1600;8888.89;5331;551;18/11/2011
0153.93.03.00001437;4213.4500;4213.47;5335;552;07/12/2011
0153.93.03.00001446;8958.6900;6403.99;5340;553;24/01/2012
0143.93.03.00001341;6739.1100;6414.24;5342;554;18/01/2012
0135.93.03.00003544;4886.4500;2886.45;5352;555;28/05/2012
0135.93.03.00003560;34692.6000;23128.4;5357;556;13/07/2012
0143.93.03.00001387;91537.6300;57035;5368;557;21/09/2012
0133.81.03.00000154;1501.1400;1444.31;5380;558;27/02/2013
0135.93.03.00003707;1456.5300;910.33;5409;559;18/07/2013
0135.93.03.00003751;3279.8200;2733.18;5423;560;22/10/2013
0153.93.03.00001639;21616.2000;24936.2;5457;561;14/04/2014
0132.93.03.00000391;4171.3400;4171.54;5482;562;23/07/2014
0133.93.03.00004962;6846.8500;3423.43;5594;563;02/02/2012
0133.93.03.00005113;55395.4200;55395.4;5606;564;06/06/2012
0133.93.03.00004705;485.3800;4853.8;5657;565;04/01/2010
0133.93.03.00004221;4844.0500;692.01;5713;566;07/02/2011
0153.93.03.00001617;5822.2200;5822.2;5716;567;30/10/2013
0133.93.03.00005941;9203.6200;8366.93;5733;568;28/05/2012
0135.93.03.00003027;1955.6200;1928.62;5762;569;14/10/2010
0142.81.03.00000031;2000.0000;1999.98;5792;570;16/07/2013
0143.93.03.00001509;12365.4800;15456.85;5795;571;19/12/2014
0129.93.03.00000752;264.1100;264.12;5798;572;22/10/2009
0143.93.03.00001486;7248.9000;7248.88;5800;573;03/06/2014
0153.93.03.00001525;7941.5200;3970.76;5802;574;11/09/2012
0142.93.03.00000462;;10250.39;5805;575;28/08/2012
0126.93.03.00001098;;2000;5810;576;/
0126.93.03.00000817;3673.2800;3673.22;5813;577;04/10/2010
0153.93.03.00001568;3099.4200;3099.34;5815;578;24/04/2013
0135.93.03.00003628;2957.1200;1478.56;5821;579;04/01/2013
0135.93.03.00003650;5113.0600;7113.06;5823;580;15/01/2013
