SINISTRO;IMPORTANCIA_SEGURADA;vlindeniza;idtitular;id;DT_AVISO
0133.93.03.00004208;69.429.400;6942.92;3851;409;14/12/2010
0126.93.03.00000844;82.647.400;4132.37;3858;410;01/03/2011
0133.93.03.00004212;38.791.400;1939.58;3860;411;01/03/2011
0115.93.03.00000390;40.170.600;4017.53;3872;412;01/03/2011
0135.93.03.00003057;45.984.400;4598.45;3881;413;04/02/2011
0152.93.03.00000258;298.950.500;29892.05;3893;414;10/01/2011
0133.93.03.00004237;145.456.700;14544.65;3895;415;08/01/2010
0133.93.03.00004239;158.569.100;15856.86;3910;416;27/01/2010
0153.93.03.00001218;23.869.400;2386.95;3929;417;18/03/2011
0126.93.03.00000866;165.294.800;8264.74;3932;418;21/03/2011
0143.93.03.00001124;155.516.600;15551.64;3939;419;21/03/2011
0126.93.03.00000858;63.997.400;6399.75;3949;420;21/03/2011
0126.93.03.00000856;23.850.500;1790.42;3951;421;21/03/2011
0133.93.03.00004267;129.269.900;12560.65;3954;422;21/03/2011
0133.93.03.00004288;191.683.700;19168.36;3986;423;23/03/2011
0135.93.03.00003096;31.554.300;3155.83;3989;424;17/03/2011
0133.93.03.00004303;40.633.500;4063.32;4000;425;24/03/2011
0133.93.03.00004301;228.137.000;91254.8;4011;426;24/03/2011
0135.93.03.00003100;282.623.900;18785.5;4016;427;14/10/2010
0153.93.03.00001238;30.833.400;3083.33;4030;428;01/04/2011
0133.93.03.00004333;142.312.300;14431.23;4032;429;01/04/2011
0151.93.03.00000148;69.922.000;5593.76;4034;430;08/04/2011
0126.93.03.00000883;22.543.900;2254.4;4036;431;11/04/2011
0126.93.03.00000885;16.505.800;3301.17;4051;432;13/04/2011
0126.93.03.00000888;94.668.600;9466.87;4055;433;02/03/2011
0131.93.03.00000960;17.870.700;1882.86;4057;434;19/04/2011
0133.93.03.00004355;107.365.900;10736.74;4059;435;19/04/2011
0142.93.03.00000378;43.759.100;4375.9;4062;436;03/07/2007
0126.93.03.00000894;52.000.000;5200.3;4067;437;19/04/2011
0153.93.03.00001249;34.684.800;2312.32;4072;438;19/04/2011
0153.93.03.00001256;50.438.600;6787.89;4089;439;29/10/2007
0129.93.03.00000495;16.325.500;1638.4;4105;440;19/04/2011
0141.93.03.00002487;800.000.000;40000;4108;441;16/10/2008
0133.93.03.00004354;78.395.300;7864.66;4115;442;19/04/2011
0129.93.03.00000497;12.251.500;1224.66;4119;443;19/04/2011
0132.93.03.00000294;83.599.400;8359.15;4121;444;19/04/2011
0135.93.03.00003147;27.524.400;2874.27;4135;445;19/02/2008
0126.93.03.00000904;363.998.500;36399.86;4138;446;20/04/2011
0135.93.03.00003139;11.617.900;1010.72;4152;447;22/02/2008
0133.93.03.00004369;93.371.900;9335.57;4157;448;20/04/2011
0133.93.03.00004367;121.354.900;11877.01;4167;449;20/04/2011
0129.93.03.00000503;54.707.900;7470.79;4169;450;20/04/2011
0133.93.03.00004366;73.586.700;7358.68;4171;451;20/04/2011
0135.93.03.00003146;40.604.300;2060.43;4175;452;22/01/2008
0129.93.03.00000501;26.861.600;2685.67;4178;453;20/04/2011
0133.93.03.00004373;24.288.500;2428.36;4180;454;20/04/2011
0135.93.03.00003152;45.799.200;6579.92;4182;455;08/01/2008
0135.93.03.00003150;44.931.800;6493.18;4188;456;20/04/2011
0129.93.03.00000502;236.936.800;28013.68;4194;457;20/04/2011
0133.93.03.00004376;97.656.900;9971.74;4200;458;25/04/2011
0151.93.03.00000153;177.214.100;17784.79;4211;459;18/06/2008
0135.93.03.00003160;104.746.400;10289.55;4214;460;25/04/2011
0133.93.03.00004390;43.684.600;4282.8;4216;461;25/04/2011
0141.93.03.00002495;24.132.600;2412.77;4219;462;27/11/2008
0135.93.03.00003164;44.785.600;7271.28;4221;463;14/07/2008
0133.93.03.00004385;103.995.100;10441.37;4224;464;25/04/2011
0133.93.03.00004379;36.390.300;3639.01;4226;465;25/04/2011
0135.93.03.00003156;76.404.800;17285.76;4230;466;28/10/2008
0135.81.03.00000243;17.429.100;1742.94;4234;467;25/04/2011
0131.93.03.00000966;14.990.300;3499.03;4268;468;26/04/2011
0133.93.03.00004396;55.195.100;5614.43;4270;469;26/04/2011
0141.93.03.00002503;23.400.000;2443.04;4275;470;26/11/2008
0135.93.03.00003166;1.705.600;170.57;4280;471;12/04/2011
0133.93.03.00004427;51.335.300;7133.53;4290;472;27/04/2011
0135.93.03.00003179;63.430.800;72343.41;4296;473;27/04/2011
0115.93.03.00000429;82.138.600;7315.95;4301;474;27/04/2011
0133.93.03.00004420;54.181.300;8885.97;4303;475;27/04/2011
0133.93.03.00004413;29.326.300;2008.63;4306;476;17/03/2008
0135.93.03.00003188;23.187.100;2890.64;4313;477;13/03/2008
0133.93.03.00004426;42.193.000;2228.07;4316;478;27/04/2011
0133.93.03.00004425;69.773.700;6840.51;4318;479;27/04/2011
0135.93.03.00003173;9.600.400;1032.16;4320;480;27/04/2011
0135.93.03.00003187;43.888.900;3194.45;4322;481;07/03/2008
0141.93.03.00002506;24.271.100;2429.11;4325;482;28/03/2008
0141.93.03.00002509;32.105.300;3223.2;4329;483;08/05/2008
0135.93.03.00003171;70.853.100;5085.31;4331;484;04/04/2008
0141.93.03.00002508;1.000.000.000;50000;4345;485;27/04/2011
0126.93.03.00000922;80.380.100;8038.98;4347;486;27/04/2011
0153.93.03.00001284;31.431.600;2540.29;4369;487;27/04/2011
0133.93.03.00004441;129.396.300;12939.65;4381;488;04/06/2007
0135.93.03.00003232;56.276.800;2813.84;4383;489;28/04/2011
0135.93.03.00003229;20.438.700;2003.79;4387;490;28/04/2011
0133.93.03.00004448;93.269.000;9325.99;4389;491;28/04/2011
0131.93.03.00000980;33.216.400;3321.62;4396;492;13/06/2007
0133.93.03.00004444;21.637.400;4163.74;4401;493;28/04/2011
0135.93.03.00003224;63.060.400;6305.93;4405;494;28/04/2011
0141.93.03.00002513;2.519.970.700;32290.07;4413;495;30/08/2007
0135.93.03.00003201;297.439.100;30126.8;4415;496;28/04/2011
0133.93.03.00004450;22.553.600;4255.37;4417;497;28/04/2011
0135.93.03.00003228;43.060.400;4729.54;4423;498;28/04/2011
0135.93.03.00003227;46.491.200;2324.56;4425;499;28/04/2011
0126.93.03.00000935;43.216.400;6321.64;4431;500;28/04/2011
0153.93.03.00001302;77.056.500;7705.66;4433;501;25/09/2007
0124.93.03.00000527;53.313.800;5331.39;4439;502;28/04/2011
0133.93.03.00004443;88.752.400;10875.24;4441;503;11/12/2007
0124.93.03.00000519;36.296.300;3753.09;4444;504;28/04/2011
0135.93.03.00003211;246.466.500;24655.64;4447;505;28/04/2011
0141.93.03.00002511;57.000.000;2850;4464;506;17/11/2008
0126.93.03.00000930;132.586.000;11870.88;4467;507;28/04/2011
0151.93.03.00000154;45.024.400;6502.44;4472;508;23/11/2010
0129.93.03.00000522;78.586.700;5858.67;4475;509;25/01/2011
0126.93.03.00000931;79.893.800;7980.38;4477;510;28/04/2011
0129.81.03.00000009;21.231.500;1492.66;4479;511;28/04/2011
0126.93.03.00000925;25.772.900;2577.28;4484;512;28/04/2011
0141.93.03.00002526;23.400.000;1170;4489;513;12/07/2007
0133.93.03.00004478;306.722.800;30675.69;4491;514;29/04/2011
0141.93.03.00002532;30.000.000;1500;4494;515;28/05/2007
0141.93.03.00002534;30.000.000;1500;4496;516;28/05/2007
0141.93.03.00002528;61.725.100;6172.5;4500;517;03/07/2007
0133.93.03.00004472;42.397.700;4239.78;4502;518;29/04/2011
0141.93.03.00002529;28.000.000;700;4505;519;14/09/2007
0141.93.03.00002525;74.000.000;3700;4509;520;05/05/2008
0141.93.03.00002515;23.400.000;1096.88;4520;521;10/11/2008
0133.93.03.00004460;54.954.000;5495.42;4527;522;29/04/2011
0135.93.03.00003237;157.146.400;15359.23;4532;523;31/03/2008
0135.93.03.00003238;333.830.400;33517.31;4535;524;29/04/2011
0133.93.03.00004473;120.620.700;8148.39;4542;525;29/04/2011
0141.93.03.00002517;23.400.000;1170;4545;526;27/11/2008
0141.93.03.00002520;23.400.000;1170;4547;527;03/11/2008
0133.93.03.00004464;10.939.000;1034.43;4551;528;29/04/2011
0141.93.03.00002521;400.000.000;20000;4555;529;13/11/2008
0126.93.03.00000940;30.594.500;8282.27;4561;530;29/04/2011
0126.93.03.00000943;83.196.600;10979.5;4571;531;29/04/2011
0126.93.03.00000939;20.000.000;1000;4573;532;29/04/2011
0129.93.03.00000530;363.435.800;27633.8;4584;533;20/02/2011
0124.93.03.00000533;49.263.100;4936.31;4590;534;02/05/2011
0153.93.03.00001314;58.810.900;5881.13;4598;535;04/11/2008
0133.93.03.00004498;68.616.500;6861.44;4608;536;02/05/2011
0126.93.03.00000946;57.899.100;5761.11;4612;537;02/05/2011
0153.93.03.00001317;78.810.900;8031.09;4616;538;12/05/2009
0133.93.03.00004501;45.623.800;3801.99;4618;539;02/05/2011
0141.93.03.00002546;50.000.000;4375;4620;540;26/10/2009
0133.93.03.00004500;81.463.000;8772.73;4622;541;02/05/2011
0133.93.03.00004505;65.498.500;6681.27;4625;542;03/05/2011
0135.93.03.00003265;133.195.400;15119.54;4628;543;03/05/2011
0135.93.03.00003272;129.660.600;13126.7;4630;544;03/05/2011
0133.93.03.00004511;119.825.300;8151.1;4635;545;03/05/2011
0133.93.03.00004509;78.804.300;7880.46;4642;546;03/05/2011
0135.93.03.00003271;19.259.300;1925.44;4645;547;03/05/2011
0143.93.03.00001200;29.025.300;2903.02;4647;548;03/05/2011
0133.93.03.00004518;29.850.200;2538.68;4658;549;03/05/2011
0126.93.03.00000952;22.095.500;2209.73;4661;550;03/05/2011
0135.93.03.00003260;52.676.000;5274.64;4663;551;03/05/2011
0141.93.03.00002548;5.652.100;565.3;4668;552;14/05/2009
0135.93.03.00003258;103.853.400;7369.11;4674;553;03/08/2009
0131.93.03.00000988;55.520.500;5603.74;4679;554;05/12/2006
0131.93.03.00000991;42.573.200;4257.35;4688;555;06/10/2006
0135.93.03.00003274;55.649.500;4638.72;4691;556;04/05/2011
0143.93.03.00001202;166.901.600;16690.12;4704;557;04/05/2011
0133.93.03.00004522;94.496.000;9731.03;4720;558;04/05/2011
0129.93.03.00000543;217.547.600;43509.52;4724;559;09/04/2009
0126.93.03.00000960;147.913.200;14790.32;4796;560;04/05/2011
0141.93.03.00002608;5.760.400;5760.44;4825;561;04/05/2011
0141.93.03.00002584;600.000.000;30000;4827;562;04/05/2011
0153.93.03.00001329;27.275.600;392.99;4876;563;04/05/2011
0131.93.03.00000998;43.713.500;4371.36;4905;564;28/11/2008
0141.93.03.00002646;28.000.000;1400;4907;565;23/12/2008
0141.93.03.00002648;23.400.000;1170;4909;566;23/12/2008
0141.93.03.00002659;23.400.000;1170;4911;567;12/03/2009
0142.93.03.00000406;30.139.000;1210.06;4918;568;05/05/2011
0133.93.03.00004588;75.655.400;3739.77;4924;569;23/01/2009
0141.93.03.00002672;800.000.000;40000;4927;570;05/05/2011
0141.93.03.00002657;27.850.600;1170;4931;571;10/03/2009
0115.93.03.00000456;100.000.000;8332;4934;572;05/05/2011
0141.93.03.00002668;60.000.000;3000;4944;573;26/05/2009
0141.93.03.00002652;209.000.000;10450;4960;574;28/04/2009
0141.93.03.00002654;200.000.000;10000;4962;575;13/08/2009
0141.93.03.00002656;23.400.000;1392.54;4964;576;13/08/2009
0133.93.03.00004610;87.104.500;8710.18;4966;577;01/07/2009
0141.93.03.00002663;11.700.000;1392.53;4969;578;01/06/2009
0141.93.03.00002653;23.400.000;1221.52;4977;579;09/06/2009
0141.93.03.00002649;35.100.000;1392.53;4981;580;14/07/2009
0141.93.03.00002666;23.400.000;1392.53;4985;581;29/06/2009
0133.93.03.00004591;24.000.000;1200;4987;582;05/05/2011
0126.93.03.00000971;126.055.500;12515.5;4995;583;02/09/2009
0126.93.03.00000984;75.000.000;3750;5005;584;05/05/2011
0129.93.03.00000559;217.840.100;13685.92;5008;585;05/05/2011
0133.93.03.00004604;56.588.700;5659.08;5014;586;07/12/2009
0133.93.03.00004586;20.058.500;4011.7;5017;587;05/05/2011
0126.93.03.00000983;147.560.000;6810.48;5020;588;05/05/2011
0126.93.03.00000987;46.080.000;2304;5022;589;05/05/2011
0143.93.03.00001220;33.539.800;3354.17;5025;590;06/12/2010
0141.93.03.00002683;53.674.500;5380.12;5035;591;26/08/2008
0141.93.03.00002686;165.000.000;8250;5037;592;29/08/2008
0141.93.03.00002688;23.400.000;1170;5040;593;05/08/2008
0141.93.03.00002680;23.400.000;1170;5044;594;21/08/2008
0142.93.03.00000409;17.514.600;1758.28;5046;595;06/05/2011
0133.93.03.00004619;53.391.800;5359.65;5048;596;05/09/2008
0133.93.03.00004615;37.780.000;3717.97;5050;597;09/09/2008
0126.93.03.00000989;974.700;97.48;5052;598;06/05/2011
0141.93.03.00002679;23.400.000;1170;5068;599;29/12/2008
0133.93.03.00004635;25.672.500;2566.76;5102;600;11/05/2011
0141.93.03.00002736;23.400.000;1170;5117;601;16/06/2008
0126.93.03.00000992;113.849.900;11427.88;5124;602;11/05/2011
0135.93.03.00003367;136.330.400;11633.04;5127;603;11/05/2011
0133.93.03.00004648;1.000.000;10832.46;5140;604;17/09/2008
0141.93.03.00002695;27.850.600;1392.53;5200;605;10/07/2009
0141.93.03.00002740;27.850.600;1392.53;5202;606;02/12/2009
0133.93.03.00004641;1.000.000;8355.24;5204;607;16/10/2009
0133.93.03.00004656;540.308.000;27015.4;5215;608;05/02/2007
0141.93.03.00002767;23.400.000;1170;5229;609;11/08/2009
0141.93.03.00002772;23.400.000;1170;5232;610;29/06/2009
0141.93.03.00002768;800.000.000;40000;5235;611;03/08/2009
0141.93.03.00002779;28.000.000;1400;5241;612;19/07/2011
0141.93.03.00002778;27.850.600;1392.53;5245;613;12/05/2011
0141.93.03.00002770;600.000.000;30000;5247;614;11/08/2009
0141.93.03.00002771;27.850.600;1392.53;5249;615;13/08/2009
0141.93.03.00002781;120.000.000;3000;5256;616;29/01/2009
0141.93.03.00002785;21.596.000;2159.58;5268;617;12/05/2011
0153.93.03.00001372;71.803.100;9180.31;5275;618;27/05/2011
0126.93.03.00001017;36.149.200;3614.7;5281;619;06/06/2011
0141.93.03.00002819;40.628.700;3900.1;5294;620;14/07/2011
0133.93.03.00004804;22.500.000;2500;5305;621;25/08/2011
0143.93.03.00001286;65.479.200;5928.32;5308;622;26/08/2011
0129.93.03.00000603;59.025.300;3935.02;5321;623;13/10/2011
0124.81.03.00000036;12.780.400;1278.64;5323;624;24/10/2011
0143.93.03.00001329;204.107.300;14882.18;5327;625;08/11/2011
0135.93.03.00003487;114.491.600;8888.89;5331;626;18/11/2011
0153.93.03.00001437;42.134.500;4213.47;5335;627;07/12/2011
0153.93.03.00001446;89.586.900;6403.99;5340;628;24/01/2012
0143.93.03.00001341;67.391.100;6414.24;5342;629;18/01/2012
0135.93.03.00003544;48.864.500;2886.45;5352;630;28/05/2012
0135.93.03.00003560;346.926.000;23128.4;5357;631;13/07/2012
0143.93.03.00001387;915.376.300;57035;5368;632;21/09/2012
0133.81.03.00000154;15.011.400;1444.31;5380;633;27/02/2013
0126.93.03.00001190;22.553.900;2066.18;5389;634;26/03/2013
0135.93.03.00003707;14.565.300;910.33;5409;635;18/07/2013
0135.93.03.00003751;32.798.200;2733.18;5423;636;22/10/2013
0153.93.03.00001639;216.162.000;24936.2;5457;637;14/04/2014
0132.93.03.00000391;41.713.400;4171.54;5482;638;23/07/2014
0126.93.03.00001323;21.101.400;2112.09;5513;639;06/04/2015
0124.93.03.00000551;121.512.800;12151.3;5546;640;13/07/2009
0124.93.03.00000499;16.296.300;543.2;5558;641;17/09/2008
0141.93.03.00002345;1.410.000;187.99;5591;642;21/11/2008
0133.93.03.00004962;68.468.500;3423.43;5594;643;02/02/2012
0133.93.03.00005113;553.954.200;55395.4;5606;644;06/06/2012
0126.93.03.00001018;50.734.900;5173.49;5637;645;01/06/2011
0133.93.03.00004705;4.853.800;4853.8;5657;646;04/01/2010
0126.93.03.00001064;;4500;5680;647;05/12/2011
0126.93.03.00000812;11.374.300;568.69;5683;648;11/08/2010
0133.93.03.00004221;48.440.500;692.01;5713;649;07/02/2011
0153.93.03.00001617;58.222.200;5822.2;5716;650;30/10/2013
0133.93.03.00005941;92.036.200;8366.93;5733;651;28/05/2012
0126.93.03.00001031;21.900.000;2372.5;5741;652;27/01/2011
0126.93.03.00000923;46.918.500;4691.82;5750;653;16/11/2010
0135.93.03.00003027;19.556.200;1928.62;5762;654;14/10/2010
0101.82.03.00000114;;500;5768;655;30/04/2013
0126.93.03.00001032;200.000;2000;5771;656;26/01/2011
0142.93.03.00000518;;49290;5791;657;16/07/2013
0143.93.03.00001509;123.654.800;15456.85;5795;658;19/12/2014
0129.93.03.00000752;2.641.100;264.12;5798;659;22/10/2009
0143.93.03.00001486;72.489.000;7248.88;5800;660;03/06/2014
0153.93.03.00001525;79.415.200;3970.76;5802;661;11/09/2012
0142.93.03.00000462;;10250.39;5805;662;28/08/2012
0126.93.03.00001133;43.447.800;7664.78;5807;663;17/10/2012
0126.93.03.00001098;;2000;5810;664;/
0126.93.03.00001142;20.661.800;3443.64;5812;665;23/11/2012
0153.93.03.00001568;30.994.200;3099.34;5815;666;24/04/2013
0126.93.03.00001266;300.000;3000;5817;667;11/02/2014
0126.93.03.00001304;366.615.300;43012.1;5819;668;02/10/2009
0135.93.03.00003628;29.571.200;1478.56;5821;669;04/01/2013
0135.93.03.00003650;51.130.600;7113.06;5823;670;15/01/2013
0133.93.03.00005439;;3010.23;5832;671;15/03/2013
